case_id,crime_id,crime_type,crime_category,ipc_sections,bns_sections,severity,incident_date,incident_time,reported_date,state,district,police_station,case_status,description,synthetic_flag
CASE-000420,THEFT,THEFT,Property Crime,,,MEDIUM,2023-04-08,22:57,2023-04-10,Uttar Pradesh,District-06,PS-06,Closed,Synthetic investigation scenario,true
CASE-000421,ASSAULT,ASSAULT,Violent Crime,,,HIGH,2023-06-30,10:22,2023-07-01,Delhi,District-23,PS-19,Under Investigation,Synthetic investigation scenario,true
CASE-000422,THEFT,THEFT,Property Crime,,,MEDIUM,2023-05-16,23:25,2023-05-18,Karnataka,District-30,PS-07,Closed,Synthetic investigation scenario,true
CASE-000423,CRUELTY_BY_HUSBAND_OR_RELATIVES,CRUELTY_BY_HUSBAND_OR_RELATIVES,Crime Against Women,,,HIGH,2023-07-09,13:42,2023-07-09,Kerala,District-25,PS-04,Under Investigation,Synthetic investigation scenario,true
CASE-000424,THEFT,THEFT,Property Crime,,,MEDIUM,2023-05-20,12:37,2023-05-21,Maharashtra,District-34,PS-17,Charge-sheeted,Synthetic investigation scenario,true
CASE-000425,NARCOTICS_NDPS,NARCOTICS_NDPS,Narcotics,,,HIGH,2023-10-15,03:44,2023-10-17,Kerala,District-26,PS-02,Open,Synthetic investigation scenario,true
CASE-000426,CYBERCRIME,CYBERCRIME,Cybercrime,,,HIGH,2023-08-18,21:10,2023-08-20,Tamil Nadu,District-20,PS-03,Charge-sheeted,Synthetic investigation scenario,true
CASE-000427,EXTORTION,EXTORTION,Organized/Financial Crime,,,HIGH,2023-05-08,14:45,2023-05-08,Karnataka,District-03,PS-12,Charge-sheeted,Synthetic investigation scenario,true
CASE-000428,CULPABLE_HOMICIDE,CULPABLE_HOMICIDE,Violent Crime,,,CRITICAL,2023-07-27,19:21,2023-07-28,Rajasthan,District-02,PS-18,Closed,Synthetic investigation scenario,true
CASE-000429,EXTORTION,EXTORTION,Organized/Financial Crime,,,HIGH,2023-11-09,02:25,2023-11-10,Uttar Pradesh,District-24,PS-12,Closed,Synthetic investigation scenario,true
CASE-000430,CYBERCRIME,CYBERCRIME,Cybercrime,,,HIGH,2023-03-29,14:07,2023-03-31,Karnataka,District-15,PS-02,Under Investigation,Synthetic investigation scenario,true
CASE-000431,ASSAULT,ASSAULT,Violent Crime,,,HIGH,2023-07-17,00:20,2023-07-18,Karnataka,District-14,PS-06,Under Investigation,Synthetic investigation scenario,true
CASE-000432,THEFT,THEFT,Property Crime,,,MEDIUM,2023-06-05,07:20,2023-06-05,Rajasthan,District-13,PS-17,Closed,Synthetic investigation scenario,true
CASE-000433,DACOITY,DACOITY,Property/Violent Crime,,,CRITICAL,2023-04-05,13:10,2023-04-06,Telangana,District-38,PS-25,Open,Synthetic investigation scenario,true
CASE-000434,CHILD_RELATED_CRIME,CHILD_RELATED_CRIME,Crime Against Children,,,CRITICAL,2023-01-26,09:03,2023-01-27,Delhi,District-34,PS-17,Open,Synthetic investigation scenario,true
CASE-000435,VEHICLE_THEFT,VEHICLE_THEFT,Property Crime,,,MEDIUM,2023-09-08,11:51,2023-09-09,Telangana,District-36,PS-12,Under Investigation,Synthetic investigation scenario,true
CASE-000436,EXTORTION,EXTORTION,Organized/Financial Crime,,,HIGH,2023-02-05,04:58,2023-02-05,Telangana,District-20,PS-14,Closed,Synthetic investigation scenario,true
CASE-000437,CULPABLE_HOMICIDE,CULPABLE_HOMICIDE,Violent Crime,,,CRITICAL,2023-02-17,05:36,2023-02-18,Telangana,District-26,PS-24,Closed,Synthetic investigation scenario,true
CASE-000438,KIDNAPPING_FOR_RANSOM,KIDNAPPING_FOR_RANSOM,Kidnapping/Abduction,,,CRITICAL,2023-05-10,04:10,2023-05-10,Rajasthan,District-37,PS-24,Closed,Synthetic investigation scenario,true
CASE-000439,BURGLARY,BURGLARY,Property Crime,,,MEDIUM,2023-02-06,21:01,2023-02-07,Rajasthan,District-20,PS-02,Charge-sheeted,Synthetic investigation scenario,true
CASE-000440,EXTORTION,EXTORTION,Organized/Financial Crime,,,HIGH,2023-03-14,14:50,2023-03-16,Tamil Nadu,District-01,PS-18,Charge-sheeted,Synthetic investigation scenario,true
CASE-000441,NARCOTICS_TRAFFICKING,NARCOTICS_TRAFFICKING,Narcotics,,,CRITICAL,2023-05-15,17:43,2023-05-16,Gujarat,District-28,PS-25,Under Investigation,Synthetic investigation scenario,true
CASE-000442,KIDNAPPING_FOR_RANSOM,KIDNAPPING_FOR_RANSOM,Kidnapping/Abduction,,,CRITICAL,2023-10-16,21:04,2023-10-18,Uttar Pradesh,District-13,PS-09,Closed,Synthetic investigation scenario,true
CASE-000443,CYBERCRIME,CYBERCRIME,Cybercrime,,,HIGH,2023-07-11,23:48,2023-07-12,Telangana,District-12,PS-25,Closed,Synthetic investigation scenario,true
CASE-000444,KIDNAPPING,KIDNAPPING,Kidnapping/Abduction,,,CRITICAL,2023-10-02,17:43,2023-10-03,Karnataka,District-02,PS-16,Open,Synthetic investigation scenario,true
CASE-000445,CRUELTY_BY_HUSBAND_OR_RELATIVES,CRUELTY_BY_HUSBAND_OR_RELATIVES,Crime Against Women,,,HIGH,2023-11-17,18:12,2023-11-18,Rajasthan,District-17,PS-20,Charge-sheeted,Synthetic investigation scenario,true
CASE-000446,ROBBERY,ROBBERY,Property/Violent Crime,,,HIGH,2023-09-03,19:13,2023-09-05,Maharashtra,District-02,PS-22,Closed,Synthetic investigation scenario,true
CASE-000447,NARCOTICS_TRAFFICKING,NARCOTICS_TRAFFICKING,Narcotics,,,CRITICAL,2023-02-28,02:48,2023-03-02,Karnataka,District-23,PS-01,Under Investigation,Synthetic investigation scenario,true
CASE-000448,CRUELTY_BY_HUSBAND_OR_RELATIVES,CRUELTY_BY_HUSBAND_OR_RELATIVES,Crime Against Women,,,HIGH,2023-11-10,01:49,2023-11-10,Kerala,District-34,PS-20,Under Investigation,Synthetic investigation scenario,true
CASE-000449,FINANCIAL_FRAUD,FINANCIAL_FRAUD,Financial Crime,,,HIGH,2023-03-13,05:27,2023-03-15,Telangana,District-30,PS-08,Open,Synthetic investigation scenario,true
CASE-000450,EXTORTION,EXTORTION,Organized/Financial Crime,,,HIGH,2023-04-11,00:56,2023-04-12,Karnataka,District-39,PS-24,Closed,Synthetic investigation scenario,true
CASE-000451,CRUELTY_BY_HUSBAND_OR_RELATIVES,CRUELTY_BY_HUSBAND_OR_RELATIVES,Crime Against Women,,,HIGH,2023-01-08,21:56,2023-01-09,Gujarat,District-05,PS-21,Charge-sheeted,Synthetic investigation scenario,true
CASE-000452,CHILD_RELATED_CRIME,CHILD_RELATED_CRIME,Crime Against Children,,,CRITICAL,2023-11-02,19:06,2023-11-04,West Bengal,District-15,PS-10,Under Investigation,Synthetic investigation scenario,true
CASE-000453,KIDNAPPING,KIDNAPPING,Kidnapping/Abduction,,,CRITICAL,2023-12-26,00:27,2023-12-26,Karnataka,District-03,PS-08,Under Investigation,Synthetic investigation scenario,true
CASE-000454,ATTEMPTED_MURDER,ATTEMPTED_MURDER,Violent Crime,,,CRITICAL,2023-11-29,20:03,2023-11-29,Gujarat,District-36,PS-16,Open,Synthetic investigation scenario,true
CASE-000455,MURDER,MURDER,Violent Crime,,,CRITICAL,2023-04-05,06:02,2023-04-05,Uttar Pradesh,District-26,PS-20,Open,Synthetic investigation scenario,true
CASE-000456,FORGERY,FORGERY,Financial Crime,,,MEDIUM,2023-01-12,09:56,2023-01-13,West Bengal,District-39,PS-19,Under Investigation,Synthetic investigation scenario,true
CASE-000457,ATTEMPTED_RAPE,ATTEMPTED_RAPE,Sexual Crime,,,CRITICAL,2023-07-05,09:54,2023-07-06,Delhi,District-03,PS-01,Under Investigation,Synthetic investigation scenario,true
CASE-000458,ROBBERY,ROBBERY,Property/Violent Crime,,,HIGH,2023-01-27,07:39,2023-01-29,Telangana,District-29,PS-02,Charge-sheeted,Synthetic investigation scenario,true
CASE-000459,EXTORTION,EXTORTION,Organized/Financial Crime,,,HIGH,2023-12-24,08:09,2023-12-25,Maharashtra,District-01,PS-03,Charge-sheeted,Synthetic investigation scenario,true
CASE-000460,CULPABLE_HOMICIDE,CULPABLE_HOMICIDE,Violent Crime,,,CRITICAL,2023-02-26,15:27,2023-02-27,Maharashtra,District-19,PS-23,Under Investigation,Synthetic investigation scenario,true
CASE-000461,MURDER,MURDER,Violent Crime,,,CRITICAL,2023-10-12,01:14,2023-10-12,Kerala,District-12,PS-14,Under Investigation,Synthetic investigation scenario,true
CASE-000462,HUMAN_TRAFFICKING,HUMAN_TRAFFICKING,Trafficking,,,CRITICAL,2023-11-01,17:21,2023-11-03,Rajasthan,District-13,PS-07,Under Investigation,Synthetic investigation scenario,true
CASE-000463,CULPABLE_HOMICIDE,CULPABLE_HOMICIDE,Violent Crime,,,CRITICAL,2023-08-02,20:34,2023-08-03,Telangana,District-29,PS-16,Closed,Synthetic investigation scenario,true
CASE-000464,DACOITY,DACOITY,Property/Violent Crime,,,CRITICAL,2023-11-28,11:50,2023-11-29,West Bengal,District-28,PS-02,Open,Synthetic investigation scenario,true
CASE-000465,CYBERCRIME,CYBERCRIME,Cybercrime,,,HIGH,2023-08-09,19:16,2023-08-11,Uttar Pradesh,District-02,PS-03,Charge-sheeted,Synthetic investigation scenario,true
CASE-000466,VEHICLE_THEFT,VEHICLE_THEFT,Property Crime,,,MEDIUM,2023-12-26,12:36,2023-12-27,Karnataka,District-30,PS-16,Under Investigation,Synthetic investigation scenario,true
CASE-000467,KIDNAPPING,KIDNAPPING,Kidnapping/Abduction,,,CRITICAL,2023-01-04,23:21,2023-01-05,Telangana,District-10,PS-10,Charge-sheeted,Synthetic investigation scenario,true
CASE-000468,DACOITY,DACOITY,Property/Violent Crime,,,CRITICAL,2023-08-14,12:44,2023-08-15,Telangana,District-21,PS-01,Charge-sheeted,Synthetic investigation scenario,true
CASE-000469,THEFT,THEFT,Property Crime,,,MEDIUM,2023-04-22,11:59,2023-04-23,Delhi,District-15,PS-13,Charge-sheeted,Synthetic investigation scenario,true
CASE-000470,ATTEMPTED_RAPE,ATTEMPTED_RAPE,Sexual Crime,,,CRITICAL,2023-07-22,19:39,2023-07-24,Maharashtra,District-35,PS-18,Charge-sheeted,Synthetic investigation scenario,true
CASE-000471,NARCOTICS_TRAFFICKING,NARCOTICS_TRAFFICKING,Narcotics,,,CRITICAL,2023-05-25,21:34,2023-05-27,Delhi,District-05,PS-02,Open,Synthetic investigation scenario,true
CASE-000472,KIDNAPPING,KIDNAPPING,Kidnapping/Abduction,,,CRITICAL,2023-10-13,07:39,2023-10-13,Uttar Pradesh,District-01,PS-22,Charge-sheeted,Synthetic investigation scenario,true
CASE-000473,ATTEMPTED_MURDER,ATTEMPTED_MURDER,Violent Crime,,,CRITICAL,2023-09-15,19:15,2023-09-17,Tamil Nadu,District-25,PS-17,Under Investigation,Synthetic investigation scenario,true
CASE-000474,CHILD_RELATED_CRIME,CHILD_RELATED_CRIME,Crime Against Children,,,CRITICAL,2023-11-17,10:33,2023-11-19,Maharashtra,District-08,PS-01,Closed,Synthetic investigation scenario,true
CASE-000475,HUMAN_TRAFFICKING,HUMAN_TRAFFICKING,Trafficking,,,CRITICAL,2023-11-16,07:06,2023-11-17,Maharashtra,District-36,PS-21,Charge-sheeted,Synthetic investigation scenario,true
CASE-000476,ATTEMPTED_MURDER,ATTEMPTED_MURDER,Violent Crime,,,CRITICAL,2023-10-27,23:17,2023-10-28,Rajasthan,District-03,PS-23,Charge-sheeted,Synthetic investigation scenario,true
CASE-000477,ROBBERY,ROBBERY,Property/Violent Crime,,,HIGH,2023-07-04,13:55,2023-07-04,Tamil Nadu,District-36,PS-04,Closed,Synthetic investigation scenario,true
CASE-000478,ATTEMPTED_RAPE,ATTEMPTED_RAPE,Sexual Crime,,,CRITICAL,2023-05-09,10:12,2023-05-11,Delhi,District-01,PS-17,Charge-sheeted,Synthetic investigation scenario,true
CASE-000479,CULPABLE_HOMICIDE,CULPABLE_HOMICIDE,Violent Crime,,,CRITICAL,2023-02-21,20:01,2023-02-22,Gujarat,District-19,PS-08,Charge-sheeted,Synthetic investigation scenario,true
CASE-000480,CYBERCRIME,CYBERCRIME,Cybercrime,,,HIGH,2023-02-12,04:30,2023-02-13,Maharashtra,District-30,PS-05,Open,Synthetic investigation scenario,true
CASE-000481,CULPABLE_HOMICIDE,CULPABLE_HOMICIDE,Violent Crime,,,CRITICAL,2023-03-28,17:05,2023-03-30,Tamil Nadu,District-18,PS-01,Closed,Synthetic investigation scenario,true
CASE-000482,VEHICLE_THEFT,VEHICLE_THEFT,Property Crime,,,MEDIUM,2023-06-03,15:52,2023-06-05,Rajasthan,District-28,PS-20,Closed,Synthetic investigation scenario,true
CASE-000483,EXTORTION,EXTORTION,Organized/Financial Crime,,,HIGH,2023-07-07,01:45,2023-07-08,Tamil Nadu,District-29,PS-19,Open,Synthetic investigation scenario,true
CASE-000484,KIDNAPPING,KIDNAPPING,Kidnapping/Abduction,,,CRITICAL,2023-08-31,20:01,2023-09-02,Rajasthan,District-06,PS-07,Closed,Synthetic investigation scenario,true
CASE-000485,VEHICLE_THEFT,VEHICLE_THEFT,Property Crime,,,MEDIUM,2023-12-29,21:11,2023-12-30,Gujarat,District-14,PS-11,Closed,Synthetic investigation scenario,true
CASE-000486,NARCOTICS_NDPS,NARCOTICS_NDPS,Narcotics,,,HIGH,2023-09-23,22:23,2023-09-24,Tamil Nadu,District-20,PS-01,Open,Synthetic investigation scenario,true
CASE-000487,ROBBERY,ROBBERY,Property/Violent Crime,,,HIGH,2023-08-27,17:25,2023-08-29,West Bengal,District-23,PS-12,Closed,Synthetic investigation scenario,true
CASE-000488,ASSAULT,ASSAULT,Violent Crime,,,HIGH,2023-02-07,05:13,2023-02-07,Gujarat,District-29,PS-01,Under Investigation,Synthetic investigation scenario,true
CASE-000489,FINANCIAL_FRAUD,FINANCIAL_FRAUD,Financial Crime,,,HIGH,2023-04-07,15:27,2023-04-08,Maharashtra,District-39,PS-03,Open,Synthetic investigation scenario,true
CASE-000490,FINANCIAL_FRAUD,FINANCIAL_FRAUD,Financial Crime,,,HIGH,2023-06-02,17:47,2023-06-03,Karnataka,District-12,PS-13,Closed,Synthetic investigation scenario,true
CASE-000491,KIDNAPPING,KIDNAPPING,Kidnapping/Abduction,,,CRITICAL,2023-04-16,18:18,2023-04-18,West Bengal,District-37,PS-21,Closed,Synthetic investigation scenario,true
CASE-000492,VEHICLE_THEFT,VEHICLE_THEFT,Property Crime,,,MEDIUM,2023-06-13,05:49,2023-06-13,Delhi,District-32,PS-23,Charge-sheeted,Synthetic investigation scenario,true
CASE-000493,NARCOTICS_NDPS,NARCOTICS_NDPS,Narcotics,,,HIGH,2023-02-21,05:01,2023-02-21,Tamil Nadu,District-29,PS-21,Charge-sheeted,Synthetic investigation scenario,true
CASE-000494,ATTEMPTED_RAPE,ATTEMPTED_RAPE,Sexual Crime,,,CRITICAL,2023-08-07,22:30,2023-08-09,Karnataka,District-27,PS-13,Charge-sheeted,Synthetic investigation scenario,true
CASE-000495,ROBBERY,ROBBERY,Property/Violent Crime,,,HIGH,2023-11-21,23:42,2023-11-23,Gujarat,District-32,PS-12,Open,Synthetic investigation scenario,true
CASE-000496,ATTEMPTED_MURDER,ATTEMPTED_MURDER,Violent Crime,,,CRITICAL,2023-07-19,17:23,2023-07-20,Karnataka,District-39,PS-14,Charge-sheeted,Synthetic investigation scenario,true
CASE-000497,VEHICLE_THEFT,VEHICLE_THEFT,Property Crime,,,MEDIUM,2023-10-04,00:41,2023-10-04,Tamil Nadu,District-03,PS-04,Open,Synthetic investigation scenario,true
CASE-000498,DACOITY,DACOITY,Property/Violent Crime,,,CRITICAL,2023-08-31,11:42,2023-09-01,Kerala,District-12,PS-19,Closed,Synthetic investigation scenario,true
CASE-000499,EXTORTION,EXTORTION,Organized/Financial Crime,,,HIGH,2023-10-14,17:20,2023-10-14,Rajasthan,District-20,PS-12,Open,Synthetic investigation scenario,true
CASE-000500,ROBBERY,ROBBERY,Property/Violent Crime,,,HIGH,2023-07-14,04:56,2023-07-14,Delhi,District-28,PS-05,Under Investigation,Synthetic investigation scenario,true
CASE-000501,THEFT,THEFT,Property Crime,,,MEDIUM,2023-05-22,21:43,2023-05-23,Delhi,District-40,PS-09,Open,Synthetic investigation scenario,true
CASE-000502,KIDNAPPING_FOR_RANSOM,KIDNAPPING_FOR_RANSOM,Kidnapping/Abduction,,,CRITICAL,2023-01-01,16:28,2023-01-03,Uttar Pradesh,District-11,PS-25,Closed,Synthetic investigation scenario,true
CASE-000503,DACOITY,DACOITY,Property/Violent Crime,,,CRITICAL,2023-01-13,09:36,2023-01-13,Delhi,District-38,PS-06,Under Investigation,Synthetic investigation scenario,true
CASE-000504,RAPE,RAPE,Sexual Crime,,,CRITICAL,2023-12-28,00:55,2023-12-29,Tamil Nadu,District-12,PS-19,Open,Synthetic investigation scenario,true
CASE-000505,NARCOTICS_TRAFFICKING,NARCOTICS_TRAFFICKING,Narcotics,,,CRITICAL,2023-11-25,00:06,2023-11-25,Gujarat,District-12,PS-01,Open,Synthetic investigation scenario,true
CASE-000506,MURDER,MURDER,Violent Crime,,,CRITICAL,2023-10-05,18:06,2023-10-07,Uttar Pradesh,District-20,PS-01,Under Investigation,Synthetic investigation scenario,true
CASE-000507,NARCOTICS_TRAFFICKING,NARCOTICS_TRAFFICKING,Narcotics,,,CRITICAL,2023-05-08,00:28,2023-05-09,Delhi,District-11,PS-21,Open,Synthetic investigation scenario,true
CASE-000508,DACOITY,DACOITY,Property/Violent Crime,,,CRITICAL,2023-05-24,16:45,2023-05-25,Uttar Pradesh,District-03,PS-01,Charge-sheeted,Synthetic investigation scenario,true
CASE-000509,FINANCIAL_FRAUD,FINANCIAL_FRAUD,Financial Crime,,,HIGH,2023-11-16,03:01,2023-11-17,Gujarat,District-27,PS-12,Under Investigation,Synthetic investigation scenario,true
CASE-000510,HUMAN_TRAFFICKING,HUMAN_TRAFFICKING,Trafficking,,,CRITICAL,2023-09-08,14:45,2023-09-09,Tamil Nadu,District-04,PS-13,Under Investigation,Synthetic investigation scenario,true
CASE-000511,RAPE,RAPE,Sexual Crime,,,CRITICAL,2023-05-19,15:12,2023-05-21,Telangana,District-34,PS-09,Under Investigation,Synthetic investigation scenario,true
CASE-000512,ATTEMPTED_MURDER,ATTEMPTED_MURDER,Violent Crime,,,CRITICAL,2023-10-30,05:02,2023-10-31,Karnataka,District-23,PS-03,Closed,Synthetic investigation scenario,true
CASE-000513,VEHICLE_THEFT,VEHICLE_THEFT,Property Crime,,,MEDIUM,2023-02-14,23:22,2023-02-16,Gujarat,District-17,PS-03,Charge-sheeted,Synthetic investigation scenario,true
CASE-000514,ATTEMPTED_RAPE,ATTEMPTED_RAPE,Sexual Crime,,,CRITICAL,2023-06-25,15:51,2023-06-25,Telangana,District-09,PS-05,Closed,Synthetic investigation scenario,true
CASE-000515,THEFT,THEFT,Property Crime,,,MEDIUM,2023-12-06,16:24,2023-12-07,Kerala,District-31,PS-25,Closed,Synthetic investigation scenario,true
CASE-000516,CHILD_RELATED_CRIME,CHILD_RELATED_CRIME,Crime Against Children,,,CRITICAL,2023-05-13,07:27,2023-05-13,Kerala,District-38,PS-20,Under Investigation,Synthetic investigation scenario,true
CASE-000517,NARCOTICS_NDPS,NARCOTICS_NDPS,Narcotics,,,HIGH,2023-05-23,16:52,2023-05-25,Maharashtra,District-14,PS-15,Charge-sheeted,Synthetic investigation scenario,true
CASE-000518,THEFT,THEFT,Property Crime,,,MEDIUM,2023-01-25,21:40,2023-01-26,Maharashtra,District-22,PS-05,Under Investigation,Synthetic investigation scenario,true
CASE-000519,ASSAULT,ASSAULT,Violent Crime,,,HIGH,2023-10-15,00:41,2023-10-16,Gujarat,District-30,PS-13,Charge-sheeted,Synthetic investigation scenario,true
CASE-000520,OTHER_SPECIAL_LOCAL_LAWS,OTHER_SPECIAL_LOCAL_LAWS,Special/Local Law,,,MEDIUM,2023-05-20,06:40,2023-05-21,Delhi,District-31,PS-19,Closed,Synthetic investigation scenario,true
CASE-000521,BURGLARY,BURGLARY,Property Crime,,,MEDIUM,2023-09-21,05:36,2023-09-22,Uttar Pradesh,District-13,PS-16,Under Investigation,Synthetic investigation scenario,true
CASE-000522,ASSAULT,ASSAULT,Violent Crime,,,HIGH,2023-07-28,07:07,2023-07-29,Maharashtra,District-32,PS-06,Closed,Synthetic investigation scenario,true
CASE-000523,NARCOTICS_NDPS,NARCOTICS_NDPS,Narcotics,,,HIGH,2023-10-29,19:56,2023-10-30,Rajasthan,District-39,PS-21,Closed,Synthetic investigation scenario,true
CASE-000524,DACOITY,DACOITY,Property/Violent Crime,,,CRITICAL,2023-11-23,23:46,2023-11-25,Tamil Nadu,District-17,PS-09,Open,Synthetic investigation scenario,true
CASE-000525,EXTORTION,EXTORTION,Organized/Financial Crime,,,HIGH,2023-08-12,08:38,2023-08-13,Gujarat,District-11,PS-16,Open,Synthetic investigation scenario,true
CASE-000526,RAPE,RAPE,Sexual Crime,,,CRITICAL,2023-06-26,20:19,2023-06-27,West Bengal,District-24,PS-22,Charge-sheeted,Synthetic investigation scenario,true
CASE-000527,EXTORTION,EXTORTION,Organized/Financial Crime,,,HIGH,2023-10-17,10:54,2023-10-19,Delhi,District-33,PS-03,Charge-sheeted,Synthetic investigation scenario,true
CASE-000528,CRUELTY_BY_HUSBAND_OR_RELATIVES,CRUELTY_BY_HUSBAND_OR_RELATIVES,Crime Against Women,,,HIGH,2023-04-02,01:41,2023-04-03,Tamil Nadu,District-28,PS-18,Open,Synthetic investigation scenario,true
CASE-000529,MURDER,MURDER,Violent Crime,,,CRITICAL,2023-02-17,11:23,2023-02-18,Kerala,District-04,PS-15,Under Investigation,Synthetic investigation scenario,true
CASE-000530,THEFT,THEFT,Property Crime,,,MEDIUM,2023-07-27,22:10,2023-07-29,Karnataka,District-23,PS-04,Under Investigation,Synthetic investigation scenario,true
CASE-000531,CYBERCRIME,CYBERCRIME,Cybercrime,,,HIGH,2023-05-01,19:33,2023-05-03,West Bengal,District-01,PS-21,Open,Synthetic investigation scenario,true
CASE-000532,EXTORTION,EXTORTION,Organized/Financial Crime,,,HIGH,2023-02-21,19:14,2023-02-22,Tamil Nadu,District-14,PS-02,Charge-sheeted,Synthetic investigation scenario,true
CASE-000533,OTHER_SPECIAL_LOCAL_LAWS,OTHER_SPECIAL_LOCAL_LAWS,Special/Local Law,,,MEDIUM,2023-08-11,21:46,2023-08-13,Karnataka,District-31,PS-24,Under Investigation,Synthetic investigation scenario,true
CASE-000534,ASSAULT,ASSAULT,Violent Crime,,,HIGH,2023-03-18,01:03,2023-03-18,Tamil Nadu,District-37,PS-18,Open,Synthetic investigation scenario,true
CASE-000535,BURGLARY,BURGLARY,Property Crime,,,MEDIUM,2023-12-12,04:00,2023-12-12,Maharashtra,District-39,PS-07,Charge-sheeted,Synthetic investigation scenario,true
CASE-000536,KIDNAPPING_FOR_RANSOM,KIDNAPPING_FOR_RANSOM,Kidnapping/Abduction,,,CRITICAL,2023-08-25,20:08,2023-08-26,Telangana,District-10,PS-09,Closed,Synthetic investigation scenario,true
CASE-000537,ATTEMPTED_MURDER,ATTEMPTED_MURDER,Violent Crime,,,CRITICAL,2023-08-13,05:36,2023-08-13,Maharashtra,District-12,PS-21,Under Investigation,Synthetic investigation scenario,true
CASE-000538,NARCOTICS_TRAFFICKING,NARCOTICS_TRAFFICKING,Narcotics,,,CRITICAL,2023-03-09,01:39,2023-03-09,Uttar Pradesh,District-15,PS-08,Closed,Synthetic investigation scenario,true
CASE-000539,ATTEMPTED_MURDER,ATTEMPTED_MURDER,Violent Crime,,,CRITICAL,2023-01-22,04:35,2023-01-23,West Bengal,District-38,PS-06,Closed,Synthetic investigation scenario,true
CASE-000540,RAPE,RAPE,Sexual Crime,,,CRITICAL,2023-07-15,19:54,2023-07-17,Kerala,District-29,PS-20,Under Investigation,Synthetic investigation scenario,true
CASE-000541,ROBBERY,ROBBERY,Property/Violent Crime,,,HIGH,2023-11-13,18:15,2023-11-15,Tamil Nadu,District-10,PS-24,Under Investigation,Synthetic investigation scenario,true
CASE-000542,KIDNAPPING,KIDNAPPING,Kidnapping/Abduction,,,CRITICAL,2023-07-02,15:50,2023-07-04,Tamil Nadu,District-12,PS-01,Open,Synthetic investigation scenario,true
CASE-000543,CYBERCRIME,CYBERCRIME,Cybercrime,,,HIGH,2023-03-08,21:07,2023-03-09,Tamil Nadu,District-39,PS-03,Closed,Synthetic investigation scenario,true
CASE-000544,DACOITY,DACOITY,Property/Violent Crime,,,CRITICAL,2023-09-22,12:47,2023-09-22,Maharashtra,District-17,PS-24,Under Investigation,Synthetic investigation scenario,true
CASE-000545,KIDNAPPING_FOR_RANSOM,KIDNAPPING_FOR_RANSOM,Kidnapping/Abduction,,,CRITICAL,2023-12-03,20:07,2023-12-04,Maharashtra,District-13,PS-24,Under Investigation,Synthetic investigation scenario,true
CASE-000546,THEFT,THEFT,Property Crime,,,MEDIUM,2023-08-15,01:40,2023-08-15,Rajasthan,District-28,PS-05,Closed,Synthetic investigation scenario,true
CASE-000547,CULPABLE_HOMICIDE,CULPABLE_HOMICIDE,Violent Crime,,,CRITICAL,2023-05-20,06:00,2023-05-20,Karnataka,District-07,PS-04,Closed,Synthetic investigation scenario,true
CASE-000548,EXTORTION,EXTORTION,Organized/Financial Crime,,,HIGH,2023-01-29,01:37,2023-01-30,Delhi,District-34,PS-17,Closed,Synthetic investigation scenario,true
CASE-000549,ATTEMPTED_MURDER,ATTEMPTED_MURDER,Violent Crime,,,CRITICAL,2023-07-16,16:33,2023-07-17,Maharashtra,District-22,PS-18,Closed,Synthetic investigation scenario,true
CASE-000550,VEHICLE_THEFT,VEHICLE_THEFT,Property Crime,,,MEDIUM,2023-04-08,02:51,2023-04-09,Maharashtra,District-37,PS-03,Open,Synthetic investigation scenario,true
CASE-000551,FINANCIAL_FRAUD,FINANCIAL_FRAUD,Financial Crime,,,HIGH,2023-01-02,10:33,2023-01-03,Uttar Pradesh,District-38,PS-04,Open,Synthetic investigation scenario,true
CASE-000552,KIDNAPPING,KIDNAPPING,Kidnapping/Abduction,,,CRITICAL,2023-01-19,13:35,2023-01-19,Karnataka,District-07,PS-09,Closed,Synthetic investigation scenario,true
CASE-000553,CYBERCRIME,CYBERCRIME,Cybercrime,,,HIGH,2023-07-14,01:41,2023-07-14,West Bengal,District-10,PS-13,Under Investigation,Synthetic investigation scenario,true
CASE-000554,BURGLARY,BURGLARY,Property Crime,,,MEDIUM,2023-03-18,01:58,2023-03-18,Delhi,District-13,PS-25,Closed,Synthetic investigation scenario,true
CASE-000555,CYBERCRIME,CYBERCRIME,Cybercrime,,,HIGH,2023-10-05,22:00,2023-10-06,Uttar Pradesh,District-24,PS-16,Under Investigation,Synthetic investigation scenario,true
CASE-000556,ROBBERY,ROBBERY,Property/Violent Crime,,,HIGH,2023-06-18,20:22,2023-06-19,Rajasthan,District-15,PS-11,Charge-sheeted,Synthetic investigation scenario,true
CASE-000557,CYBERCRIME,CYBERCRIME,Cybercrime,,,HIGH,2023-02-21,11:13,2023-02-22,Telangana,District-27,PS-23,Closed,Synthetic investigation scenario,true
CASE-000558,NARCOTICS_NDPS,NARCOTICS_NDPS,Narcotics,,,HIGH,2023-12-19,21:47,2023-12-20,Karnataka,District-01,PS-19,Closed,Synthetic investigation scenario,true
CASE-000559,ATTEMPTED_MURDER,ATTEMPTED_MURDER,Violent Crime,,,CRITICAL,2023-12-01,21:32,2023-12-02,Gujarat,District-24,PS-08,Closed,Synthetic investigation scenario,true
