location_id,location_type,state,district,city,area,latitude,longitude,address_label,synthetic_flag
LOC-002276,Financial,West Bengal,District-26,City-17,Area-056,30.158871,78.619621,Synthetic Location 2276,true
LOC-002277,Warehouse,West Bengal,District-26,City-05,Area-133,26.769931,88.276182,Synthetic Location 2277,true
LOC-002278,Road,Delhi,District-14,City-22,Area-118,13.266112,92.995958,Synthetic Location 2278,true
LOC-002279,Transit,Delhi,District-14,City-16,Area-014,31.317151,89.013196,Synthetic Location 2279,true
LOC-002280,Public,Delhi,District-14,City-12,Area-086,12.200668,72.660812,Synthetic Location 2280,true
LOC-002281,Financial,Karnataka,District-19,City-03,Area-131,26.847049,77.369821,Synthetic Location 2281,true
LOC-002282,Residence,Karnataka,District-19,City-21,Area-133,29.404586,87.88356,Synthetic Location 2282,true
LOC-002283,Transit,Karnataka,District-19,City-21,Area-076,10.939807,79.861752,Synthetic Location 2283,true
LOC-002284,Transit,Gujarat,District-07,City-05,Area-001,33.027405,72.107653,Synthetic Location 2284,true
LOC-002285,Warehouse,Gujarat,District-07,City-02,Area-064,31.837124,77.678107,Synthetic Location 2285,true
LOC-002286,Hotel,Gujarat,District-07,City-11,Area-029,22.454074,82.825978,Synthetic Location 2286,true
LOC-002287,Digital,Rajasthan,District-20,City-13,Area-010,19.929438,96.242909,Synthetic Location 2287,true
LOC-002288,Public,Rajasthan,District-20,City-28,Area-001,17.33904,94.329566,Synthetic Location 2288,true
LOC-002289,Financial,Rajasthan,District-20,City-26,Area-131,10.102337,71.047611,Synthetic Location 2289,true
LOC-002290,Financial,Rajasthan,District-20,City-09,Area-085,14.692412,76.699429,Synthetic Location 2290,true
LOC-002291,Commercial,Telangana,District-31,City-26,Area-054,9.937595,84.075329,Synthetic Location 2291,true
LOC-002292,Office,Telangana,District-31,City-11,Area-035,17.076904,76.20931,Synthetic Location 2292,true
LOC-002293,Transit,Telangana,District-31,City-29,Area-044,31.967242,80.542663,Synthetic Location 2293,true
LOC-002294,Digital,Telangana,District-31,City-03,Area-121,26.762664,70.366636,Synthetic Location 2294,true
LOC-002295,Residence,Telangana,District-25,City-11,Area-095,13.236326,76.068132,Synthetic Location 2295,true
LOC-002296,Hotel,Telangana,District-25,City-24,Area-144,28.51271,90.033522,Synthetic Location 2296,true
LOC-002297,Transit,Karnataka,District-31,City-09,Area-143,23.412464,71.737695,Synthetic Location 2297,true
LOC-002298,Hotel,Karnataka,District-31,City-29,Area-027,16.037242,78.121069,Synthetic Location 2298,true
LOC-002299,Office,Karnataka,District-31,City-19,Area-117,33.880363,72.394217,Synthetic Location 2299,true
LOC-002300,Warehouse,Karnataka,District-35,City-09,Area-080,13.55785,75.486459,Synthetic Location 2300,true
LOC-002301,Road,Karnataka,District-35,City-01,Area-064,12.67115,81.861517,Synthetic Location 2301,true
LOC-002302,Hotel,Karnataka,District-35,City-16,Area-106,12.68973,92.003386,Synthetic Location 2302,true
LOC-002303,Residence,Karnataka,District-35,City-19,Area-017,11.558678,72.323134,Synthetic Location 2303,true
LOC-002304,Warehouse,Gujarat,District-13,City-06,Area-022,24.656229,94.860536,Synthetic Location 2304,true
LOC-002305,Transit,Gujarat,District-13,City-06,Area-096,20.756477,77.281158,Synthetic Location 2305,true
LOC-002306,Commercial,Gujarat,District-13,City-11,Area-097,15.607228,95.77108,Synthetic Location 2306,true
LOC-002307,Hotel,Kerala,District-18,City-02,Area-117,24.298573,74.95989,Synthetic Location 2307,true
LOC-002308,Financial,Kerala,District-18,City-29,Area-073,33.391404,79.889766,Synthetic Location 2308,true
LOC-002309,Hotel,Kerala,District-18,City-19,Area-150,9.480807,77.497163,Synthetic Location 2309,true
LOC-002310,Financial,Delhi,District-02,City-17,Area-099,17.529596,92.748446,Synthetic Location 2310,true
LOC-002311,Road,Delhi,District-02,City-24,Area-078,16.17717,71.68333,Synthetic Location 2311,true
LOC-002312,Residence,Rajasthan,District-01,City-27,Area-145,12.459565,94.852938,Synthetic Location 2312,true
LOC-002313,Financial,Rajasthan,District-01,City-18,Area-055,8.306374,78.146786,Synthetic Location 2313,true
LOC-002314,Road,Rajasthan,District-01,City-15,Area-072,27.454771,78.635154,Synthetic Location 2314,true
LOC-002315,Commercial,Rajasthan,District-01,City-05,Area-119,12.387115,68.81037,Synthetic Location 2315,true
LOC-002316,Digital,Uttar Pradesh,District-05,City-11,Area-033,26.477631,83.246698,Synthetic Location 2316,true
LOC-002317,Office,Uttar Pradesh,District-05,City-09,Area-059,28.388443,80.531727,Synthetic Location 2317,true
LOC-002318,Digital,Uttar Pradesh,District-05,City-05,Area-060,12.08003,86.193239,Synthetic Location 2318,true
LOC-002319,Office,Karnataka,District-21,City-15,Area-093,18.503802,79.104072,Synthetic Location 2319,true
LOC-002320,Hotel,Karnataka,District-21,City-08,Area-112,29.991594,83.885935,Synthetic Location 2320,true
LOC-002321,Warehouse,Karnataka,District-21,City-03,Area-062,26.890433,82.958097,Synthetic Location 2321,true
LOC-002322,Hotel,Rajasthan,District-09,City-29,Area-039,21.14416,88.233228,Synthetic Location 2322,true
LOC-002323,Residence,Rajasthan,District-09,City-09,Area-027,32.324896,80.353544,Synthetic Location 2323,true
LOC-002324,Transit,Rajasthan,District-09,City-16,Area-066,27.970328,71.025764,Synthetic Location 2324,true
LOC-002325,Transit,Delhi,District-13,City-16,Area-047,26.811135,84.596676,Synthetic Location 2325,true
LOC-002326,Residence,Delhi,District-13,City-24,Area-018,19.380381,75.359742,Synthetic Location 2326,true
LOC-002327,Office,Delhi,District-13,City-14,Area-150,20.189212,89.681189,Synthetic Location 2327,true
LOC-002328,Residence,Kerala,District-15,City-05,Area-020,17.206138,82.006364,Synthetic Location 2328,true
LOC-002329,Commercial,Kerala,District-15,City-13,Area-005,33.225467,80.963592,Synthetic Location 2329,true
LOC-002330,Public,Kerala,District-15,City-09,Area-003,9.965397,68.93953,Synthetic Location 2330,true
LOC-002331,Financial,Karnataka,District-23,City-14,Area-073,23.039733,74.274541,Synthetic Location 2331,true
LOC-002332,Financial,Karnataka,District-23,City-23,Area-112,10.051568,78.830248,Synthetic Location 2332,true
LOC-002333,Residence,Maharashtra,District-10,City-14,Area-024,18.099641,74.540485,Synthetic Location 2333,true
LOC-002334,Transit,Maharashtra,District-10,City-15,Area-079,28.599263,95.972179,Synthetic Location 2334,true
LOC-002335,Hotel,Karnataka,District-07,City-08,Area-057,31.684341,93.848682,Synthetic Location 2335,true
LOC-002336,Transit,Karnataka,District-07,City-22,Area-037,16.856568,95.533582,Synthetic Location 2336,true
LOC-002337,Office,Karnataka,District-07,City-21,Area-109,11.203457,89.208158,Synthetic Location 2337,true
LOC-002338,Office,Karnataka,District-07,City-09,Area-092,23.838145,68.774009,Synthetic Location 2338,true
LOC-002339,Commercial,Tamil Nadu,District-08,City-17,Area-060,13.903821,81.555704,Synthetic Location 2339,true
LOC-002340,Road,Tamil Nadu,District-08,City-17,Area-072,9.814515,73.381032,Synthetic Location 2340,true
LOC-002341,Public,West Bengal,District-11,City-12,Area-010,12.654699,92.16829,Synthetic Location 2341,true
LOC-002342,Public,West Bengal,District-11,City-13,Area-081,27.145427,83.000894,Synthetic Location 2342,true
LOC-002343,Warehouse,West Bengal,District-11,City-13,Area-139,30.075284,70.659948,Synthetic Location 2343,true
LOC-002344,Road,Tamil Nadu,District-05,City-23,Area-018,28.570743,83.297944,Synthetic Location 2344,true
LOC-002345,Transit,Tamil Nadu,District-05,City-15,Area-130,14.717413,73.310923,Synthetic Location 2345,true
LOC-002346,Office,Rajasthan,District-36,City-15,Area-004,26.759074,86.72493,Synthetic Location 2346,true
LOC-002347,Digital,Rajasthan,District-36,City-08,Area-116,12.416463,87.235717,Synthetic Location 2347,true
LOC-002348,Public,Rajasthan,District-36,City-10,Area-001,20.310152,74.239857,Synthetic Location 2348,true
LOC-002349,Hotel,Rajasthan,District-36,City-03,Area-028,31.299798,71.178314,Synthetic Location 2349,true
LOC-002350,Commercial,Delhi,District-12,City-30,Area-028,9.466737,69.96283,Synthetic Location 2350,true
LOC-002351,Hotel,Delhi,District-12,City-01,Area-019,27.511308,95.304545,Synthetic Location 2351,true
LOC-002352,Digital,Delhi,District-12,City-01,Area-094,11.031843,93.901246,Synthetic Location 2352,true
LOC-002353,Residence,Kerala,District-15,City-05,Area-015,9.535666,79.706366,Synthetic Location 2353,true
LOC-002354,Public,Kerala,District-15,City-18,Area-120,26.003889,86.714672,Synthetic Location 2354,true
LOC-002355,Financial,Gujarat,District-07,City-19,Area-044,14.668347,90.408934,Synthetic Location 2355,true
LOC-002356,Commercial,Gujarat,District-07,City-17,Area-012,18.657506,82.454946,Synthetic Location 2356,true
LOC-002357,Financial,Gujarat,District-07,City-21,Area-081,17.162302,78.825071,Synthetic Location 2357,true
LOC-002358,Financial,Karnataka,District-27,City-11,Area-059,27.326694,91.841895,Synthetic Location 2358,true
LOC-002359,Financial,Karnataka,District-27,City-27,Area-076,23.614039,96.84761,Synthetic Location 2359,true
LOC-002360,Financial,Karnataka,District-27,City-13,Area-120,28.186012,78.529437,Synthetic Location 2360,true
LOC-002361,Commercial,Tamil Nadu,District-31,City-07,Area-128,8.123277,73.09372,Synthetic Location 2361,true
LOC-002362,Warehouse,Tamil Nadu,District-31,City-05,Area-004,22.878181,91.24019,Synthetic Location 2362,true
LOC-002363,Commercial,Tamil Nadu,District-31,City-27,Area-040,20.747557,69.757883,Synthetic Location 2363,true
LOC-002364,Commercial,Tamil Nadu,District-31,City-23,Area-136,21.055985,85.355157,Synthetic Location 2364,true
LOC-002365,Transit,West Bengal,District-30,City-09,Area-039,16.134485,89.085767,Synthetic Location 2365,true
LOC-002366,Digital,West Bengal,District-30,City-04,Area-022,26.299158,78.406223,Synthetic Location 2366,true
LOC-002367,Warehouse,West Bengal,District-30,City-13,Area-125,10.760194,72.399873,Synthetic Location 2367,true
LOC-002368,Residence,West Bengal,District-09,City-25,Area-118,23.096539,69.016003,Synthetic Location 2368,true
LOC-002369,Public,West Bengal,District-09,City-14,Area-019,18.407382,95.170945,Synthetic Location 2369,true
LOC-002370,Transit,West Bengal,District-09,City-04,Area-058,22.8089,91.773715,Synthetic Location 2370,true
LOC-002371,Road,Rajasthan,District-27,City-24,Area-096,23.536715,80.628921,Synthetic Location 2371,true
LOC-002372,Commercial,Rajasthan,District-27,City-06,Area-142,27.873926,91.533668,Synthetic Location 2372,true
LOC-002373,Transit,Rajasthan,District-27,City-10,Area-094,29.003398,71.107133,Synthetic Location 2373,true
LOC-002374,Transit,Rajasthan,District-27,City-04,Area-086,31.521853,78.814342,Synthetic Location 2374,true
LOC-002375,Digital,Rajasthan,District-08,City-16,Area-118,13.728391,96.411927,Synthetic Location 2375,true
LOC-002376,Road,Rajasthan,District-08,City-23,Area-044,25.962179,72.169941,Synthetic Location 2376,true
LOC-002377,Financial,Rajasthan,District-08,City-22,Area-102,9.188609,71.567867,Synthetic Location 2377,true
LOC-002378,Digital,Uttar Pradesh,District-13,City-16,Area-073,31.107868,94.838362,Synthetic Location 2378,true
LOC-002379,Commercial,Uttar Pradesh,District-13,City-27,Area-137,13.739854,79.47172,Synthetic Location 2379,true
LOC-002380,Residence,Uttar Pradesh,District-13,City-26,Area-086,13.748445,71.522913,Synthetic Location 2380,true
LOC-002381,Road,Delhi,District-02,City-04,Area-106,18.722887,95.925571,Synthetic Location 2381,true
LOC-002382,Digital,Delhi,District-02,City-11,Area-059,18.345463,83.587843,Synthetic Location 2382,true
LOC-002383,Road,Delhi,District-02,City-27,Area-086,25.869825,71.554535,Synthetic Location 2383,true
LOC-002384,Office,Gujarat,District-02,City-12,Area-005,19.455121,71.338021,Synthetic Location 2384,true
LOC-002385,Hotel,Gujarat,District-02,City-17,Area-118,23.480054,75.284366,Synthetic Location 2385,true
LOC-002386,Office,Gujarat,District-02,City-16,Area-009,19.303882,72.936749,Synthetic Location 2386,true
LOC-002387,Office,Kerala,District-28,City-19,Area-110,26.069127,87.998099,Synthetic Location 2387,true
LOC-002388,Financial,Kerala,District-28,City-28,Area-078,29.528964,73.682027,Synthetic Location 2388,true
LOC-002389,Digital,Kerala,District-28,City-21,Area-066,10.636764,89.834258,Synthetic Location 2389,true
LOC-002390,Public,Kerala,District-28,City-05,Area-099,10.709282,79.64431,Synthetic Location 2390,true
LOC-002391,Warehouse,Rajasthan,District-33,City-13,Area-108,33.169819,74.852384,Synthetic Location 2391,true
LOC-002392,Residence,Rajasthan,District-33,City-24,Area-067,27.712175,77.568155,Synthetic Location 2392,true
LOC-002393,Residence,Rajasthan,District-33,City-12,Area-017,30.148698,77.17213,Synthetic Location 2393,true
LOC-002394,Road,Rajasthan,District-33,City-22,Area-002,31.316178,82.554574,Synthetic Location 2394,true
LOC-002395,Digital,West Bengal,District-06,City-04,Area-051,18.276491,85.375531,Synthetic Location 2395,true
LOC-002396,Commercial,West Bengal,District-06,City-24,Area-044,30.038382,85.504091,Synthetic Location 2396,true
LOC-002397,Digital,West Bengal,District-06,City-22,Area-068,28.849131,90.960304,Synthetic Location 2397,true
LOC-002398,Warehouse,West Bengal,District-06,City-29,Area-144,31.027079,77.557217,Synthetic Location 2398,true
LOC-002399,Commercial,Rajasthan,District-10,City-24,Area-003,9.080204,77.280909,Synthetic Location 2399,true
LOC-002400,Residence,Rajasthan,District-10,City-05,Area-058,9.049822,82.962425,Synthetic Location 2400,true
LOC-002401,Financial,Rajasthan,District-10,City-07,Area-011,15.497326,68.316049,Synthetic Location 2401,true
LOC-002402,Warehouse,Rajasthan,District-10,City-27,Area-063,25.501563,91.869054,Synthetic Location 2402,true
LOC-002403,Hotel,Kerala,District-33,City-11,Area-071,27.39071,76.225331,Synthetic Location 2403,true
LOC-002404,Office,Kerala,District-33,City-26,Area-032,33.734661,69.14085,Synthetic Location 2404,true
LOC-002405,Road,Tamil Nadu,District-39,City-01,Area-143,17.650662,96.479494,Synthetic Location 2405,true
LOC-002406,Residence,Tamil Nadu,District-39,City-07,Area-107,17.083184,84.002132,Synthetic Location 2406,true
LOC-002407,Road,Tamil Nadu,District-39,City-12,Area-038,32.111859,77.565264,Synthetic Location 2407,true
LOC-002408,Public,Tamil Nadu,District-39,City-17,Area-045,19.174999,95.840817,Synthetic Location 2408,true
LOC-002409,Digital,Maharashtra,District-04,City-07,Area-003,26.830037,85.159206,Synthetic Location 2409,true
LOC-002410,Road,Maharashtra,District-04,City-18,Area-093,12.942511,81.305182,Synthetic Location 2410,true
LOC-002411,Residence,Delhi,District-10,City-14,Area-086,26.055356,87.06907,Synthetic Location 2411,true
LOC-002412,Commercial,Delhi,District-10,City-07,Area-085,22.941208,71.875156,Synthetic Location 2412,true
LOC-002413,Road,Kerala,District-31,City-20,Area-001,32.650279,79.550137,Synthetic Location 2413,true
LOC-002414,Hotel,Kerala,District-31,City-04,Area-044,25.164868,85.913689,Synthetic Location 2414,true
LOC-002415,Transit,Kerala,District-31,City-07,Area-124,9.910523,79.182979,Synthetic Location 2415,true
LOC-002416,Warehouse,Kerala,District-31,City-04,Area-116,29.203764,92.738188,Synthetic Location 2416,true
LOC-002417,Commercial,West Bengal,District-18,City-07,Area-032,26.491769,82.439184,Synthetic Location 2417,true
LOC-002418,Financial,West Bengal,District-18,City-09,Area-117,13.194723,83.166341,Synthetic Location 2418,true
LOC-002419,Warehouse,Maharashtra,District-35,City-21,Area-120,19.500601,70.388958,Synthetic Location 2419,true
LOC-002420,Digital,Maharashtra,District-35,City-26,Area-088,15.78692,83.138414,Synthetic Location 2420,true
LOC-002421,Financial,Maharashtra,District-35,City-21,Area-017,32.932839,70.134061,Synthetic Location 2421,true
LOC-002422,Residence,Maharashtra,District-10,City-22,Area-101,30.341828,79.708873,Synthetic Location 2422,true
LOC-002423,Residence,Maharashtra,District-10,City-22,Area-122,25.553597,94.515095,Synthetic Location 2423,true
LOC-002424,Digital,Maharashtra,District-10,City-06,Area-015,14.749243,94.931968,Synthetic Location 2424,true
LOC-002425,Hotel,Maharashtra,District-10,City-26,Area-118,21.408705,82.089415,Synthetic Location 2425,true
LOC-002426,Transit,Karnataka,District-07,City-21,Area-124,10.2612,70.127902,Synthetic Location 2426,true
LOC-002427,Transit,Karnataka,District-07,City-10,Area-036,32.754934,68.957117,Synthetic Location 2427,true
LOC-002428,Office,Karnataka,District-07,City-03,Area-078,22.533958,80.709977,Synthetic Location 2428,true
LOC-002429,Digital,Karnataka,District-07,City-24,Area-068,15.687234,75.098523,Synthetic Location 2429,true
LOC-002430,Warehouse,Gujarat,District-31,City-04,Area-142,13.316104,90.95349,Synthetic Location 2430,true
LOC-002431,Road,Gujarat,District-31,City-13,Area-058,19.239674,80.707183,Synthetic Location 2431,true
LOC-002432,Road,Gujarat,District-31,City-04,Area-146,16.344316,92.377366,Synthetic Location 2432,true
LOC-002433,Public,Gujarat,District-31,City-15,Area-105,15.442544,91.804403,Synthetic Location 2433,true
LOC-002434,Commercial,Kerala,District-01,City-20,Area-037,27.043359,70.832327,Synthetic Location 2434,true
LOC-002435,Digital,Kerala,District-01,City-19,Area-047,16.146714,95.03279,Synthetic Location 2435,true
LOC-002436,Hotel,Kerala,District-01,City-28,Area-056,25.608,91.670013,Synthetic Location 2436,true
LOC-002437,Hotel,Kerala,District-07,City-29,Area-036,24.768292,87.119326,Synthetic Location 2437,true
LOC-002438,Warehouse,Kerala,District-07,City-01,Area-048,13.217565,84.994608,Synthetic Location 2438,true
LOC-002439,Public,Gujarat,District-29,City-22,Area-060,9.780156,88.858839,Synthetic Location 2439,true
LOC-002440,Digital,Gujarat,District-29,City-13,Area-104,11.769377,73.371159,Synthetic Location 2440,true
LOC-002441,Public,Gujarat,District-29,City-24,Area-135,27.014114,86.44529,Synthetic Location 2441,true
LOC-002442,Commercial,Gujarat,District-29,City-25,Area-066,22.501588,75.778063,Synthetic Location 2442,true
LOC-002443,Digital,Maharashtra,District-38,City-01,Area-019,28.864575,69.771413,Synthetic Location 2443,true
LOC-002444,Digital,Maharashtra,District-38,City-29,Area-097,15.971934,78.866327,Synthetic Location 2444,true
LOC-002445,Public,Tamil Nadu,District-03,City-08,Area-108,16.452151,90.149744,Synthetic Location 2445,true
LOC-002446,Public,Tamil Nadu,District-03,City-26,Area-093,18.221201,83.968689,Synthetic Location 2446,true
LOC-002447,Digital,Tamil Nadu,District-03,City-16,Area-021,32.268925,71.254227,Synthetic Location 2447,true
LOC-002448,Office,Rajasthan,District-01,City-14,Area-098,19.44162,83.770731,Synthetic Location 2448,true
LOC-002449,Digital,Rajasthan,District-01,City-14,Area-053,18.602171,74.761827,Synthetic Location 2449,true
LOC-002450,Digital,Rajasthan,District-01,City-06,Area-116,12.373989,77.271551,Synthetic Location 2450,true
LOC-002451,Road,Maharashtra,District-30,City-30,Area-061,14.099389,79.977488,Synthetic Location 2451,true
LOC-002452,Commercial,Maharashtra,District-30,City-13,Area-096,29.823743,77.707959,Synthetic Location 2452,true
LOC-002453,Road,Maharashtra,District-30,City-15,Area-146,16.406207,83.48977,Synthetic Location 2453,true
LOC-002454,Public,Tamil Nadu,District-17,City-28,Area-145,33.884418,70.938417,Synthetic Location 2454,true
LOC-002455,Office,Tamil Nadu,District-17,City-16,Area-131,21.60696,77.800583,Synthetic Location 2455,true
LOC-002456,Road,Maharashtra,District-15,City-15,Area-042,22.417994,92.987242,Synthetic Location 2456,true
LOC-002457,Transit,Maharashtra,District-15,City-21,Area-036,32.016632,91.220326,Synthetic Location 2457,true
LOC-002458,Warehouse,Kerala,District-35,City-26,Area-127,24.566591,78.387671,Synthetic Location 2458,true
LOC-002459,Financial,Kerala,District-35,City-04,Area-004,28.472035,93.313457,Synthetic Location 2459,true
LOC-002460,Road,Kerala,District-35,City-28,Area-053,27.038692,77.935711,Synthetic Location 2460,true
LOC-002461,Residence,Kerala,District-35,City-05,Area-044,16.673135,72.88968,Synthetic Location 2461,true
LOC-002462,Hotel,Telangana,District-19,City-24,Area-073,15.840224,69.542299,Synthetic Location 2462,true
LOC-002463,Road,Telangana,District-19,City-19,Area-029,31.144924,70.492208,Synthetic Location 2463,true
LOC-002464,Warehouse,Telangana,District-19,City-17,Area-101,20.022859,79.173821,Synthetic Location 2464,true
LOC-002465,Office,Telangana,District-11,City-19,Area-127,27.77941,86.127008,Synthetic Location 2465,true
LOC-002466,Residence,Telangana,District-11,City-22,Area-118,8.237627,76.294896,Synthetic Location 2466,true
LOC-002467,Commercial,Maharashtra,District-37,City-19,Area-050,20.233737,73.441087,Synthetic Location 2467,true
LOC-002468,Transit,Maharashtra,District-37,City-28,Area-018,32.459847,69.723292,Synthetic Location 2468,true
LOC-002469,Commercial,Maharashtra,District-37,City-17,Area-142,22.932954,74.384388,Synthetic Location 2469,true
LOC-002470,Residence,Kerala,District-30,City-04,Area-077,11.898143,74.865228,Synthetic Location 2470,true
LOC-002471,Warehouse,Kerala,District-30,City-13,Area-132,13.45641,83.528664,Synthetic Location 2471,true
LOC-002472,Hotel,Kerala,District-30,City-08,Area-064,9.505182,79.845505,Synthetic Location 2472,true
LOC-002473,Transit,Kerala,District-30,City-22,Area-035,20.292835,87.239182,Synthetic Location 2473,true
LOC-002474,Commercial,Rajasthan,District-21,City-01,Area-083,13.89463,71.11771,Synthetic Location 2474,true
LOC-002475,Public,Rajasthan,District-21,City-02,Area-086,12.744853,71.965547,Synthetic Location 2475,true
LOC-002476,Warehouse,Rajasthan,District-21,City-28,Area-092,23.053971,93.874534,Synthetic Location 2476,true
LOC-002477,Office,Uttar Pradesh,District-23,City-07,Area-082,28.677994,73.680527,Synthetic Location 2477,true
LOC-002478,Digital,Uttar Pradesh,District-23,City-06,Area-120,12.365497,76.449346,Synthetic Location 2478,true
LOC-002479,Road,Uttar Pradesh,District-23,City-05,Area-020,29.774902,90.757015,Synthetic Location 2479,true
LOC-002480,Office,Tamil Nadu,District-33,City-12,Area-126,23.783938,85.935113,Synthetic Location 2480,true
LOC-002481,Commercial,Tamil Nadu,District-33,City-23,Area-099,26.543776,83.189621,Synthetic Location 2481,true
LOC-002482,Road,Gujarat,District-13,City-20,Area-036,18.713305,96.656204,Synthetic Location 2482,true
LOC-002483,Office,Gujarat,District-13,City-13,Area-082,12.038443,87.951944,Synthetic Location 2483,true
LOC-002484,Road,Gujarat,District-13,City-19,Area-071,16.352588,77.037895,Synthetic Location 2484,true
LOC-002485,Office,Gujarat,District-13,City-01,Area-086,10.373118,82.715634,Synthetic Location 2485,true
LOC-002486,Digital,Gujarat,District-21,City-06,Area-130,28.728425,88.912423,Synthetic Location 2486,true
LOC-002487,Public,Gujarat,District-21,City-27,Area-057,24.558751,77.220677,Synthetic Location 2487,true
LOC-002488,Residence,Gujarat,District-21,City-27,Area-044,19.818476,70.608971,Synthetic Location 2488,true
LOC-002489,Office,West Bengal,District-05,City-09,Area-142,32.089674,74.601317,Synthetic Location 2489,true
LOC-002490,Hotel,West Bengal,District-05,City-28,Area-005,14.856843,89.964942,Synthetic Location 2490,true
LOC-002491,Warehouse,Tamil Nadu,District-23,City-10,Area-021,18.03112,90.258084,Synthetic Location 2491,true
LOC-002492,Road,Tamil Nadu,District-23,City-27,Area-017,14.852029,73.055592,Synthetic Location 2492,true
LOC-002493,Road,Gujarat,District-28,City-12,Area-130,17.923616,86.050352,Synthetic Location 2493,true
LOC-002494,Financial,Gujarat,District-28,City-27,Area-108,12.787909,79.215574,Synthetic Location 2494,true
LOC-002495,Hotel,West Bengal,District-18,City-06,Area-138,29.237326,88.043296,Synthetic Location 2495,true
LOC-002496,Transit,West Bengal,District-18,City-05,Area-007,28.718895,75.439221,Synthetic Location 2496,true
LOC-002497,Digital,West Bengal,District-18,City-14,Area-092,30.930455,80.474456,Synthetic Location 2497,true
LOC-002498,Transit,Gujarat,District-16,City-26,Area-006,33.025116,92.39136,Synthetic Location 2498,true
LOC-002499,Warehouse,Gujarat,District-16,City-07,Area-035,25.956017,79.87009,Synthetic Location 2499,true
LOC-002500,Transit,Maharashtra,District-34,City-27,Area-006,26.680393,80.419113,Synthetic Location 2500,true
LOC-002501,Office,Maharashtra,District-34,City-14,Area-106,28.571597,83.267178,Synthetic Location 2501,true
LOC-002502,Residence,Maharashtra,District-34,City-03,Area-001,15.789784,71.309371,Synthetic Location 2502,true
LOC-002503,Commercial,Maharashtra,District-34,City-17,Area-002,20.843841,87.401042,Synthetic Location 2503,true
LOC-002504,Transit,West Bengal,District-30,City-11,Area-130,11.464437,95.239225,Synthetic Location 2504,true
LOC-002505,Public,West Bengal,District-30,City-14,Area-080,33.618592,78.759571,Synthetic Location 2505,true
LOC-002506,Digital,Karnataka,District-38,City-13,Area-002,20.021718,80.821297,Synthetic Location 2506,true
LOC-002507,Office,Karnataka,District-38,City-23,Area-076,26.166107,90.623224,Synthetic Location 2507,true
LOC-002508,Transit,Karnataka,District-38,City-20,Area-115,29.39296,75.136576,Synthetic Location 2508,true
LOC-002509,Public,Gujarat,District-13,City-24,Area-118,27.572875,77.829292,Synthetic Location 2509,true
LOC-002510,Warehouse,Gujarat,District-13,City-16,Area-089,25.569663,73.520648,Synthetic Location 2510,true
LOC-002511,Public,Kerala,District-33,City-24,Area-011,30.680072,74.541637,Synthetic Location 2511,true
LOC-002512,Public,Kerala,District-33,City-10,Area-034,32.249961,91.87102,Synthetic Location 2512,true
LOC-002513,Road,Kerala,District-33,City-12,Area-113,24.914973,72.482615,Synthetic Location 2513,true
LOC-002514,Office,Gujarat,District-06,City-11,Area-046,27.645944,77.655955,Synthetic Location 2514,true
LOC-002515,Hotel,Gujarat,District-06,City-10,Area-136,14.64155,86.367052,Synthetic Location 2515,true
LOC-002516,Financial,Rajasthan,District-33,City-29,Area-146,15.916065,94.053909,Synthetic Location 2516,true
LOC-002517,Public,Rajasthan,District-33,City-27,Area-098,9.489777,89.746477,Synthetic Location 2517,true
LOC-002518,Warehouse,Karnataka,District-40,City-13,Area-034,18.449481,84.623431,Synthetic Location 2518,true
LOC-002519,Public,Karnataka,District-40,City-01,Area-084,31.721784,84.937038,Synthetic Location 2519,true
LOC-002520,Public,Karnataka,District-40,City-19,Area-127,29.871431,80.728146,Synthetic Location 2520,true
LOC-002521,Residence,Karnataka,District-40,City-14,Area-067,29.794921,84.771253,Synthetic Location 2521,true
LOC-002522,Warehouse,West Bengal,District-04,City-18,Area-089,20.355965,71.498668,Synthetic Location 2522,true
LOC-002523,Public,West Bengal,District-04,City-02,Area-117,12.649366,94.220822,Synthetic Location 2523,true
LOC-002524,Warehouse,West Bengal,District-04,City-10,Area-016,10.428951,89.893846,Synthetic Location 2524,true
LOC-002525,Office,West Bengal,District-04,City-26,Area-135,21.37011,81.284526,Synthetic Location 2525,true
LOC-002526,Digital,Kerala,District-39,City-22,Area-033,11.729504,87.131874,Synthetic Location 2526,true
LOC-002527,Road,Kerala,District-39,City-09,Area-143,14.004237,86.755957,Synthetic Location 2527,true
LOC-002528,Residence,Karnataka,District-05,City-11,Area-077,12.490981,80.608391,Synthetic Location 2528,true
LOC-002529,Office,Karnataka,District-05,City-08,Area-124,13.831603,88.28139,Synthetic Location 2529,true
LOC-002530,Commercial,Karnataka,District-05,City-13,Area-046,25.258053,79.038235,Synthetic Location 2530,true
LOC-002531,Digital,Uttar Pradesh,District-27,City-15,Area-007,30.519889,77.016685,Synthetic Location 2531,true
LOC-002532,Commercial,Uttar Pradesh,District-27,City-19,Area-038,18.060317,93.955505,Synthetic Location 2532,true
LOC-002533,Transit,Uttar Pradesh,District-27,City-02,Area-002,19.098631,72.789636,Synthetic Location 2533,true
LOC-002534,Warehouse,Telangana,District-37,City-13,Area-002,30.904522,81.860547,Synthetic Location 2534,true
LOC-002535,Office,Telangana,District-37,City-14,Area-069,10.08498,69.827845,Synthetic Location 2535,true
LOC-002536,Commercial,Gujarat,District-38,City-25,Area-045,14.804511,80.202264,Synthetic Location 2536,true
