case_id,case_number,title,case_type,status,description,created_date,incident_date,location_id,priority
C0415,CASE-2026-0047,Theft Ring Operating from Noida,Theft,Closed,"This case tracks a suspected theft matter reported in Noida, Uttar Pradesh. Investigators are examining phone records, financial transactions and location data connected to the individuals involved.",2026-03-13,2026-03-13,L0448,Low
C0416,CASE-2026-0048,Major Cybercrime Investigation - Indore Sector,Major Cybercrime,Under Investigation,"record of a major cybercrime case based in Indore, Madhya Pradesh, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2026-02-12,2026-02-07,L0393,Critical
C0417,CASE-2026-0049,Cyber Extortion Investigation - Indore Sector,Cyber Extortion,Closed,"A demonstration investigation record covering a cyber extortion incident in Indore, Madhya Pradesh, with linked persons, organizations and evidentiary material collected during the inquiry.",2026-07-23,2026-07-21,L0472,Critical
C0418,CASE-2026-0050,Identity Fraud Case Linked to Thane Region,Identity Fraud,Under Investigation,"record of a identity fraud case based in Thane, Maharashtra, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2026-02-21,2026-02-18,L0471,Critical
C0419,CASE-2026-0051,Organized Cybercrime Case Linked to Jaipur Region,Organized Cybercrime,Closed,"A demonstration investigation record covering a organized cybercrime incident in Jaipur, Rajasthan, with linked persons, organizations and evidentiary material collected during the inquiry.",2026-02-20,2026-02-19,L0357,Medium
C0420,CASE-2026-0052,Unauthorized Access Case Linked to Thane Region,Unauthorized Access,Closed,"record of a unauthorized access case based in Thane, Maharashtra, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2026-06-21,2026-06-17,L0309,Low
C0421,CASE-2026-0053,Document Fraud Case Linked to Surat Region,Document Fraud,Open,"record of a document fraud case based in Surat, Gujarat, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2026-06-13,2026-06-13,L0352,High
C0422,CASE-2026-0054,Financial Fraud Ring Operating from Ahmedabad,Financial Fraud,Open,"A demonstration investigation record covering a financial fraud incident in Ahmedabad, Gujarat, with linked persons, organizations and evidentiary material collected during the inquiry.",2026-03-13,2026-03-09,L0323,High
C0423,CASE-2026-0055,Digital Fraud Case Linked to Jaipur Region,Digital Fraud,Open,"investigation into suspected digital fraud activity centered around Jaipur, Rajasthan, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2026-05-07,2026-05-07,L0370,Medium
C0424,CASE-2026-0056,Large Organized Crime Network Network Probe - Chennai,Large Organized Crime Network,Under Investigation,"record of a large organized crime network case based in Chennai, Tamil Nadu, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2026-08-23,2026-08-19,L0080,High
C0425,CASE-2026-0057,Noida Corporate Fraud Case,Corporate Fraud,Closed,"A demonstration investigation record covering a corporate fraud incident in Noida, Uttar Pradesh, with linked persons, organizations and evidentiary material collected during the inquiry.",2026-09-11,2026-09-11,L0461,High
C0426,CASE-2026-0058,Investigation into Insurance Fraud Activities in Thane,Insurance Fraud,Open,"This case tracks a suspected insurance fraud matter reported in Thane, Maharashtra. Investigators are examining phone records, financial transactions and location data connected to the individuals involved.",2026-03-15,2026-03-12,L0503,Low
C0427,CASE-2026-0059,Cyber Extortion Case Linked to Kolkata Region,Cyber Extortion,Pending Review,"Case file documenting a cyber extortion investigation originating in Kolkata, West Bengal, including associated communications, financial trails and physical evidence gathered by the investigating team.",2026-03-23,2026-03-21,L0547,High
C0428,CASE-2026-0060,Kochi-based Procurement Fraud Inquiry,Procurement Fraud,Pending Review,"Case file documenting a procurement fraud investigation originating in Kochi, Kerala, including associated communications, financial trails and physical evidence gathered by the investigating team.",2026-05-31,2026-05-26,L0557,Critical
C0429,CASE-2026-0061,Investigation into Simple Robbery Activities in Bengaluru,Simple Robbery,Under Investigation,"This case tracks a suspected simple robbery matter reported in Bengaluru, Karnataka. Investigators are examining phone records, financial transactions and location data connected to the individuals involved.",2026-06-01,2026-05-28,L0572,High
C0430,CASE-2026-0062,Individual Cyber Fraud Investigation - Noida Sector,Individual Cyber Fraud,Under Investigation,"This case tracks a suspected individual cyber fraud matter reported in Noida, Uttar Pradesh. Investigators are examining phone records, financial transactions and location data connected to the individuals involved.",2026-05-06,2026-05-01,L0577,High
C0431,CASE-2026-0063,Assault Network Probe - Nagpur,Assault,Open,"investigation into suspected assault activity centered around Nagpur, Maharashtra, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2026-02-23,2026-02-23,L0308,Medium
C0432,CASE-2026-0064,Investigation into Property Fraud Activities in Nagpur,Property Fraud,Closed,"investigation into suspected property fraud activity centered around Nagpur, Maharashtra, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2026-01-18,2026-01-16,L0136,Medium
C0433,CASE-2026-0065,Kochi Property Fraud Case,Property Fraud,Closed,"This case tracks a suspected property fraud matter reported in Kochi, Kerala. Investigators are examining phone records, financial transactions and location data connected to the individuals involved.",2026-03-08,2026-03-08,L0557,Critical
C0434,CASE-2026-0066,Identity Fraud Investigation - Mumbai Sector,Identity Fraud,Closed,"Case file documenting a identity fraud investigation originating in Mumbai, Maharashtra, including associated communications, financial trails and physical evidence gathered by the investigating team.",2026-05-10,2026-05-06,L0520,Low
C0435,CASE-2026-0067,Investigation into Payment Fraud Activities in Ahmedabad,Payment Fraud,Closed,"record of a payment fraud case based in Ahmedabad, Gujarat, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2026-08-06,2026-08-03,L0213,High
C0436,CASE-2026-0068,Noida-based Minor Fraud Inquiry,Minor Fraud,Pending Review,"A demonstration investigation record covering a minor fraud incident in Noida, Uttar Pradesh, with linked persons, organizations and evidentiary material collected during the inquiry.",2026-04-20,2026-04-17,L0092,Low
C0437,CASE-2026-0069,Major Cybercrime Network Probe - Coimbatore,Major Cybercrime,Under Investigation,"record of a major cybercrime case based in Coimbatore, Tamil Nadu, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2026-02-27,2026-02-24,L0010,Critical
C0438,CASE-2026-0070,Kolkata-based Data Theft Inquiry,Data Theft,Open,"investigation into suspected data theft activity centered around Kolkata, West Bengal, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2026-10-17,2026-10-12,L0336,High
C0439,CASE-2026-0071,Banking Fraud Case Linked to Gurugram Region,Banking Fraud,Open,"record of a banking fraud case based in Gurugram, Haryana, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2026-05-12,2026-05-07,L0054,Medium
C0440,CASE-2026-0072,Payment Fraud Case Linked to Noida Region,Payment Fraud,Open,"This case tracks a suspected payment fraud matter reported in Noida, Uttar Pradesh. Investigators are examining phone records, financial transactions and location data connected to the individuals involved.",2026-07-16,2026-07-13,L0028,Low
C0441,CASE-2026-0073,Individual Cyber Fraud Case Linked to Hyderabad Region,Individual Cyber Fraud,Pending Review,"record of a individual cyber fraud case based in Hyderabad, Telangana, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2026-09-14,2026-09-09,L0245,Low
C0442,CASE-2026-0074,Kochi Assault Case,Assault,Open,"Case file documenting a assault investigation originating in Kochi, Kerala, including associated communications, financial trails and physical evidence gathered by the investigating team.",2026-02-19,2026-02-16,L0042,Low
C0443,CASE-2026-0075,Document Fraud Investigation - Surat Sector,Document Fraud,Open,"record of a document fraud case based in Surat, Gujarat, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2026-01-29,2026-01-27,L0224,Low
C0444,CASE-2026-0076,Investigation into Digital Fraud Activities in Thane,Digital Fraud,Open,"This case tracks a suspected digital fraud matter reported in Thane, Maharashtra. Investigators are examining phone records, financial transactions and location data connected to the individuals involved.",2026-07-09,2026-07-07,L0068,Medium
C0445,CASE-2026-0077,Identity Fraud Investigation - Surat Sector,Identity Fraud,Open,"A demonstration investigation record covering a identity fraud incident in Surat, Gujarat, with linked persons, organizations and evidentiary material collected during the inquiry.",2026-07-05,2026-07-05,L0208,Medium
C0446,CASE-2026-0078,Surat Assault Case,Assault,Open,"record of a assault case based in Surat, Gujarat, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2026-09-25,2026-09-22,L0344,Low
C0447,CASE-2026-0079,Procurement Fraud Network Probe - Noida,Procurement Fraud,Open,"Case file documenting a procurement fraud investigation originating in Noida, Uttar Pradesh, including associated communications, financial trails and physical evidence gathered by the investigating team.",2026-06-04,2026-06-01,L0577,Medium
C0448,CASE-2026-0080,Simple Robbery Investigation - Nashik Sector,Simple Robbery,Pending Review,"A demonstration investigation record covering a simple robbery incident in Nashik, Maharashtra, with linked persons, organizations and evidentiary material collected during the inquiry.",2026-05-11,2026-05-11,L0098,High
C0449,CASE-2026-0081,Logistics Fraud Ring Operating from Gurugram,Logistics Fraud,Pending Review,"record of a logistics fraud case based in Gurugram, Haryana, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2026-05-11,2026-05-09,L0182,Medium
C0450,CASE-2026-0082,Investigation into Property Fraud Activities in Jaipur,Property Fraud,Under Investigation,"record of a property fraud case based in Jaipur, Rajasthan, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2026-07-09,2026-07-08,L0370,High
C0451,CASE-2026-0083,Mumbai Major Organized Crime Case,Major Organized Crime,Closed,"investigation into suspected major organized crime activity centered around Mumbai, Maharashtra, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2026-04-25,2026-04-21,L0073,Critical
C0452,CASE-2026-0084,Procurement Fraud Ring Operating from Delhi,Procurement Fraud,Pending Review,"This case tracks a suspected procurement fraud matter reported in Delhi, Delhi. Investigators are examining phone records, financial transactions and location data connected to the individuals involved.",2026-09-19,2026-09-14,L0544,Critical
C0453,CASE-2026-0085,Investigation into Document Fraud Activities in Ahmedabad,Document Fraud,Open,"investigation into suspected document fraud activity centered around Ahmedabad, Gujarat, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2026-02-17,2026-02-16,L0213,Low
C0454,CASE-2026-0086,Kidnapping Network Probe - Delhi,Kidnapping,Closed,"A demonstration investigation record covering a kidnapping incident in Delhi, Delhi, with linked persons, organizations and evidentiary material collected during the inquiry.",2026-03-20,2026-03-19,L0383,Critical
C0455,CASE-2026-0087,Individual Cyber Fraud Case Linked to Chennai Region,Individual Cyber Fraud,Under Investigation,"A demonstration investigation record covering a individual cyber fraud incident in Chennai, Tamil Nadu, with linked persons, organizations and evidentiary material collected during the inquiry.",2026-11-28,2026-11-26,L0017,Medium
C0456,CASE-2026-0088,Unauthorized Access Investigation - Thane Sector,Unauthorized Access,Pending Review,"This case tracks a suspected unauthorized access matter reported in Thane, Maharashtra. Investigators are examining phone records, financial transactions and location data connected to the individuals involved.",2026-01-07,2026-01-03,L0444,Low
C0457,CASE-2026-0089,Lucknow-based Burglary Inquiry,Burglary,Open,"investigation into suspected burglary activity centered around Lucknow, Uttar Pradesh, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2026-02-11,2026-02-07,L0055,High
C0458,CASE-2026-0090,Data Theft Network Probe - Kolkata,Data Theft,Pending Review,"Case file documenting a data theft investigation originating in Kolkata, West Bengal, including associated communications, financial trails and physical evidence gathered by the investigating team.",2026-05-09,2026-05-07,L0062,High
C0459,CASE-2026-0091,Investigation into Unauthorized Access Activities in Mumbai,Unauthorized Access,Closed,"investigation into suspected unauthorized access activity centered around Mumbai, Maharashtra, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2026-05-11,2026-05-08,L0218,High
C0460,CASE-2026-0092,Unauthorized Access Ring Operating from Mumbai,Unauthorized Access,Closed,"record of a unauthorized access case based in Mumbai, Maharashtra, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2026-10-20,2026-10-15,L0360,Medium
C0461,CASE-2026-0093,Investigation into Data Theft Activities in Chennai,Data Theft,Closed,"record of a data theft case based in Chennai, Tamil Nadu, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2026-08-31,2026-08-28,L0160,Low
C0462,CASE-2026-0094,Investigation into Financial Fraud Activities in Hyderabad,Financial Fraud,Closed,"This case tracks a suspected financial fraud matter reported in Hyderabad, Telangana. Investigators are examining phone records, financial transactions and location data connected to the individuals involved.",2026-02-10,2026-02-10,L0419,High
C0463,CASE-2026-0095,Kochi-based Vehicle Theft Inquiry,Vehicle Theft,Open,"investigation into suspected vehicle theft activity centered around Kochi, Kerala, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2026-08-03,2026-08-02,L0102,Medium
C0464,CASE-2026-0096,Kochi-based Procurement Fraud Inquiry,Procurement Fraud,Closed,"investigation into suspected procurement fraud activity centered around Kochi, Kerala, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2026-08-26,2026-08-22,L0501,Medium
C0465,CASE-2026-0097,Investigation into Data Theft Activities in Gurugram,Data Theft,Pending Review,"investigation into suspected data theft activity centered around Gurugram, Haryana, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2026-09-21,2026-09-16,L0337,Low
C0466,CASE-2026-0098,Assault Case Linked to Bhopal Region,Assault,Pending Review,"investigation into suspected assault activity centered around Bhopal, Madhya Pradesh, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2026-10-08,2026-10-08,L0556,Medium
C0467,CASE-2026-0099,Investigation into Financial Fraud Activities in Pune,Financial Fraud,Pending Review,"This case tracks a suspected financial fraud matter reported in Pune, Maharashtra. Investigators are examining phone records, financial transactions and location data connected to the individuals involved.",2026-10-15,2026-10-12,L0241,Medium
C0468,CASE-2026-0100,Investigation into Simple Robbery Activities in Kochi,Simple Robbery,Under Investigation,"investigation into suspected simple robbery activity centered around Kochi, Kerala, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2026-01-31,2026-01-26,L0156,Critical
C0469,CASE-2026-0101,Cyber Extortion Investigation - Bengaluru Sector,Cyber Extortion,Open,"investigation into suspected cyber extortion activity centered around Bengaluru, Karnataka, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2026-12-06,2026-12-04,L0436,High
C0470,CASE-2026-0102,Mumbai Assault Case,Assault,Under Investigation,"A demonstration investigation record covering a assault incident in Mumbai, Maharashtra, with linked persons, organizations and evidentiary material collected during the inquiry.",2026-12-11,2026-12-09,L0073,Low
C0471,CASE-2026-0103,Noida-based Kidnapping Inquiry,Kidnapping,Pending Review,"Case file documenting a kidnapping investigation originating in Noida, Uttar Pradesh, including associated communications, financial trails and physical evidence gathered by the investigating team.",2026-08-31,2026-08-31,L0591,High
C0472,CASE-2026-0104,Vehicle Theft Network Ring Operating from Nashik,Vehicle Theft Network,Pending Review,"investigation into suspected vehicle theft network activity centered around Nashik, Maharashtra, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2026-03-04,2026-03-04,L0112,Medium
C0473,CASE-2026-0105,Kolkata-based Theft Inquiry,Theft,Pending Review,"investigation into suspected theft activity centered around Kolkata, West Bengal, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2026-02-28,2026-02-26,L0328,Low
C0474,CASE-2026-0106,Investigation into Major Cybercrime Activities in Ahmedabad,Major Cybercrime,Open,"This case tracks a suspected major cybercrime matter reported in Ahmedabad, Gujarat. Investigators are examining phone records, financial transactions and location data connected to the individuals involved.",2026-01-29,2026-01-26,L0027,High
C0475,CASE-2026-0107,Indore-based Major Organized Crime Inquiry,Major Organized Crime,Open,"investigation into suspected major organized crime activity centered around Indore, Madhya Pradesh, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2026-04-24,2026-04-21,L0465,High
C0476,CASE-2026-0108,Digital Fraud Case Linked to Surat Region,Digital Fraud,Open,"investigation into suspected digital fraud activity centered around Surat, Gujarat, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2026-08-26,2026-08-25,L0249,Medium
C0477,CASE-2026-0109,Thane-based Assault Inquiry,Assault,Closed,"record of a assault case based in Thane, Maharashtra, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2026-06-08,2026-06-06,L0471,Medium
C0478,CASE-2026-0110,Corporate Fraud Case Linked to Chennai Region,Corporate Fraud,Open,"Case file documenting a corporate fraud investigation originating in Chennai, Tamil Nadu, including associated communications, financial trails and physical evidence gathered by the investigating team.",2026-05-21,2026-05-21,L0482,Medium
C0479,CASE-2026-0111,Property Fraud Network Probe - Ahmedabad,Property Fraud,Under Investigation,"record of a property fraud case based in Ahmedabad, Gujarat, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2026-08-25,2026-08-21,L0389,Medium
C0480,CASE-2026-0112,Banking Fraud Case Linked to Jaipur Region,Banking Fraud,Under Investigation,"record of a banking fraud case based in Jaipur, Rajasthan, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2026-01-13,2026-01-09,L0566,Low
C0481,CASE-2026-0113,Bhopal Theft Case,Theft,Under Investigation,"investigation into suspected theft activity centered around Bhopal, Madhya Pradesh, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2026-12-20,2026-12-19,L0145,Medium
C0482,CASE-2026-0114,Organized Cybercrime Case Linked to Lucknow Region,Organized Cybercrime,Closed,"A demonstration investigation record covering a organized cybercrime incident in Lucknow, Uttar Pradesh, with linked persons, organizations and evidentiary material collected during the inquiry.",2026-04-28,2026-04-24,L0437,Critical
C0483,CASE-2026-0115,Simple Robbery Investigation - Surat Sector,Simple Robbery,Pending Review,"Case file documenting a simple robbery investigation originating in Surat, Gujarat, including associated communications, financial trails and physical evidence gathered by the investigating team.",2026-06-16,2026-06-16,L0312,Critical
C0484,CASE-2026-0116,Chennai-based Financial Fraud Inquiry,Financial Fraud,Under Investigation,"A demonstration investigation record covering a financial fraud incident in Chennai, Tamil Nadu, with linked persons, organizations and evidentiary material collected during the inquiry.",2026-08-27,2026-08-24,L0330,Medium
C0485,CASE-2026-0117,Cyber Extortion Network Probe - Indore,Cyber Extortion,Closed,"investigation into suspected cyber extortion activity centered around Indore, Madhya Pradesh, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2026-07-08,2026-07-08,L0479,Low
C0486,CASE-2026-0118,Simple Robbery Ring Operating from Thane,Simple Robbery,Under Investigation,"A demonstration investigation record covering a simple robbery incident in Thane, Maharashtra, with linked persons, organizations and evidentiary material collected during the inquiry.",2026-10-28,2026-10-25,L0067,Medium
C0487,CASE-2026-0119,Financial Fraud Network Probe - Hyderabad,Financial Fraud,Under Investigation,"This case tracks a suspected financial fraud matter reported in Hyderabad, Telangana. Investigators are examining phone records, financial transactions and location data connected to the individuals involved.",2026-07-24,2026-07-22,L0245,Medium
C0488,CASE-2026-0120,Kidnapping Network Probe - Chennai,Kidnapping,Open,"investigation into suspected kidnapping activity centered around Chennai, Tamil Nadu, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2026-07-03,2026-07-02,L0017,Medium
C0489,CASE-2026-0121,Thane Payment Fraud Case,Payment Fraud,Open,"A demonstration investigation record covering a payment fraud incident in Thane, Maharashtra, with linked persons, organizations and evidentiary material collected during the inquiry.",2026-01-29,2026-01-24,L0480,Medium
C0490,CASE-2026-0122,Logistics Fraud Ring Operating from Jaipur,Logistics Fraud,Under Investigation,"record of a logistics fraud case based in Jaipur, Rajasthan, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2026-01-22,2026-01-17,L0592,Critical
C0491,CASE-2026-0123,Nashik Assault Case,Assault,Under Investigation,"record of a assault case based in Nashik, Maharashtra, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2026-05-03,2026-05-02,L0359,High
C0492,CASE-2026-0124,Jaipur Data Theft Case,Data Theft,Pending Review,"investigation into suspected data theft activity centered around Jaipur, Rajasthan, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2026-11-26,2026-11-22,L0499,Critical
C0493,CASE-2026-0125,Assault Investigation - Hyderabad Sector,Assault,Under Investigation,"A demonstration investigation record covering a assault incident in Hyderabad, Telangana, with linked persons, organizations and evidentiary material collected during the inquiry.",2026-07-05,2026-07-03,L0090,Medium
C0494,CASE-2026-0126,Document Fraud Ring Operating from Kochi,Document Fraud,Open,"record of a document fraud case based in Kochi, Kerala, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2026-05-17,2026-05-16,L0059,High
C0495,CASE-2026-0127,Investigation into Minor Fraud Activities in Noida,Minor Fraud,Closed,"This case tracks a suspected minor fraud matter reported in Noida, Uttar Pradesh. Investigators are examining phone records, financial transactions and location data connected to the individuals involved.",2026-02-07,2026-02-02,L0376,Medium
C0496,CASE-2026-0128,Investigation into Organized Cybercrime Activities in Jaipur,Organized Cybercrime,Pending Review,"Case file documenting a organized cybercrime investigation originating in Jaipur, Rajasthan, including associated communications, financial trails and physical evidence gathered by the investigating team.",2026-06-28,2026-06-23,L0274,Critical
C0497,CASE-2026-0129,Indore Payment Fraud Case,Payment Fraud,Open,"Case file documenting a payment fraud investigation originating in Indore, Madhya Pradesh, including associated communications, financial trails and physical evidence gathered by the investigating team.",2026-08-26,2026-08-21,L0257,Low
C0498,CASE-2026-0130,Corporate Fraud Ring Operating from Hyderabad,Corporate Fraud,Pending Review,"A demonstration investigation record covering a corporate fraud incident in Hyderabad, Telangana, with linked persons, organizations and evidentiary material collected during the inquiry.",2026-11-13,2026-11-10,L0184,High
C0499,CASE-2026-0131,Kidnapping Network Probe - Nashik,Kidnapping,Closed,"This case tracks a suspected kidnapping matter reported in Nashik, Maharashtra. Investigators are examining phone records, financial transactions and location data connected to the individuals involved.",2026-05-18,2026-05-18,L0033,Medium
C0500,CASE-2026-0132,Investigation into Major Organized Crime Activities in Noida,Major Organized Crime,Pending Review,"A demonstration investigation record covering a major organized crime incident in Noida, Uttar Pradesh, with linked persons, organizations and evidentiary material collected during the inquiry.",2026-12-14,2026-12-11,L0514,High
C0501,CASE-2026-0133,Kidnapping Network Probe - Delhi,Kidnapping,Under Investigation,"investigation into suspected kidnapping activity centered around Delhi, Delhi, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2026-01-27,2026-01-27,L0281,Medium
C0502,CASE-2026-0134,Ahmedabad Simple Robbery Case,Simple Robbery,Open,"investigation into suspected simple robbery activity centered around Ahmedabad, Gujarat, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2026-06-02,2026-05-29,L0193,High
C0503,CASE-2026-0135,Jaipur-based Simple Robbery Inquiry,Simple Robbery,Under Investigation,"A demonstration investigation record covering a simple robbery incident in Jaipur, Rajasthan, with linked persons, organizations and evidentiary material collected during the inquiry.",2026-02-13,2026-02-09,L0274,Low
C0504,CASE-2026-0136,Financial Crime Investigation Ring Operating from Delhi,Financial Crime Investigation,Under Investigation,"record of a financial crime investigation case based in Delhi, Delhi, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2026-07-20,2026-07-15,L0177,Critical
C0505,CASE-2026-0137,Financial Fraud Ring Operating from Ahmedabad,Financial Fraud,Pending Review,"record of a financial fraud case based in Ahmedabad, Gujarat, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2026-10-18,2026-10-16,L0027,Critical
C0506,CASE-2026-0138,Noida-based Vehicle Theft Inquiry,Vehicle Theft,Under Investigation,"This case tracks a suspected vehicle theft matter reported in Noida, Uttar Pradesh. Investigators are examining phone records, financial transactions and location data connected to the individuals involved.",2026-06-05,2026-06-02,L0508,Medium
C0507,CASE-2026-0139,Investigation into Vehicle Theft Activities in Noida,Vehicle Theft,Pending Review,"A demonstration investigation record covering a vehicle theft incident in Noida, Uttar Pradesh, with linked persons, organizations and evidentiary material collected during the inquiry.",2026-08-29,2026-08-25,L0092,Medium
C0508,CASE-2026-0140,Investigation into Burglary Activities in Hyderabad,Burglary,Pending Review,"record of a burglary case based in Hyderabad, Telangana, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2026-03-21,2026-03-16,L0019,Low
C0509,CASE-2026-0141,Property Fraud Investigation - Thane Sector,Property Fraud,Closed,"Case file documenting a property fraud investigation originating in Thane, Maharashtra, including associated communications, financial trails and physical evidence gathered by the investigating team.",2026-08-16,2026-08-15,L0377,Critical
C0510,CASE-2026-0142,Chennai-based Burglary Inquiry,Burglary,Pending Review,"record of a burglary case based in Chennai, Tamil Nadu, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2026-03-09,2026-03-06,L0220,High
C0511,CASE-2026-0143,Kochi Large Organized Crime Network Case,Large Organized Crime Network,Open,"A demonstration investigation record covering a large organized crime network incident in Kochi, Kerala, with linked persons, organizations and evidentiary material collected during the inquiry.",2026-01-28,2026-01-24,L0397,Critical
C0512,CASE-2026-0144,Investigation into Money Laundering Investigation Activities in Coimbatore,Money Laundering Investigation,Pending Review,"investigation into suspected money laundering investigation activity centered around Coimbatore, Tamil Nadu, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2026-08-14,2026-08-11,L0478,High
C0513,CASE-2026-0145,Investigation into Theft Activities in Hyderabad,Theft,Closed,"A demonstration investigation record covering a theft incident in Hyderabad, Telangana, with linked persons, organizations and evidentiary material collected during the inquiry.",2026-05-02,2026-05-02,L0043,High
C0514,CASE-2026-0146,Minor Fraud Case Linked to Nagpur Region,Minor Fraud,Open,"Case file documenting a minor fraud investigation originating in Nagpur, Maharashtra, including associated communications, financial trails and physical evidence gathered by the investigating team.",2026-07-22,2026-07-21,L0001,High
C0515,CASE-2026-0147,Corporate Fraud Network Probe - Hyderabad,Corporate Fraud,Closed,"record of a corporate fraud case based in Hyderabad, Telangana, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2026-03-16,2026-03-13,L0043,Medium
C0516,CASE-2026-0148,Identity Fraud Ring Operating from Pune,Identity Fraud,Open,"Case file documenting a identity fraud investigation originating in Pune, Maharashtra, including associated communications, financial trails and physical evidence gathered by the investigating team.",2026-01-17,2026-01-13,L0252,Low
C0517,CASE-2026-0149,Money Laundering Investigation Investigation - Nagpur Sector,Money Laundering Investigation,Pending Review,"Case file documenting a money laundering investigation investigation originating in Nagpur, Maharashtra, including associated communications, financial trails and physical evidence gathered by the investigating team.",2026-05-17,2026-05-13,L0181,High
C0518,CASE-2026-0150,Financial Crime Investigation Case Linked to Hyderabad Region,Financial Crime Investigation,Pending Review,"A demonstration investigation record covering a financial crime investigation incident in Hyderabad, Telangana, with linked persons, organizations and evidentiary material collected during the inquiry.",2026-11-17,2026-11-14,L0420,Medium
C0519,CASE-2026-0151,Noida Vehicle Theft Network Case,Vehicle Theft Network,Under Investigation,"Case file documenting a vehicle theft network investigation originating in Noida, Uttar Pradesh, including associated communications, financial trails and physical evidence gathered by the investigating team.",2026-04-17,2026-04-15,L0088,Low
C0520,CASE-2026-0152,Investigation into Assault Activities in Coimbatore,Assault,Closed,"Case file documenting a assault investigation originating in Coimbatore, Tamil Nadu, including associated communications, financial trails and physical evidence gathered by the investigating team.",2026-09-14,2026-09-10,L0415,High
C0521,CASE-2026-0153,Organized Cybercrime Ring Operating from Pune,Organized Cybercrime,Pending Review,"A demonstration investigation record covering a organized cybercrime incident in Pune, Maharashtra, with linked persons, organizations and evidentiary material collected during the inquiry.",2026-04-06,2026-04-04,L0252,High
C0522,CASE-2026-0154,Bengaluru-based Payment Fraud Inquiry,Payment Fraud,Under Investigation,"Case file documenting a payment fraud investigation originating in Bengaluru, Karnataka, including associated communications, financial trails and physical evidence gathered by the investigating team.",2026-03-03,2026-03-02,L0385,High
